SGO Report ID,SGO Report Version,SGO Amendment,Year Month,State,County,Road Type,Crash Type,Is NHTSA Reportable In-Transport,Is NHTSA Reportable In-Transport Delta-V Less than 1 MPH,Is Police-Reported,Is Any-Injury-Reported,Is Any Vehicle Airbag Deployment,Is Ego Vehicle Airbag Deployment,Is Suspected Serious Injury+,Is Any Fatal Injury,Incident Date,Location Address / Description,Zip Code
30270-13564,1,Amendment 3,202512,California,San Francisco,Surface Street,Cyclist,True,False,False,False,False,False,False,False,12/28/2025,Polk Street at Pacific Avenue,94109
30270-13557,1,Amendment 3,202512,Georgia,Fulton,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/31/2025,Armour Drive NE near Plasters Avenue,30324
30270-13554,1,Amendment 3,202512,California,San Mateo,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/29/2025,Airport Boulevard near Grand Avenue,94080
30270-13549,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/29/2025,Montana Avenue at S. Barrington Avenue,90049
30270-13548,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,12/24/2025,N. 56th Street at E. Lafayette Boulevard,85018
30270-13542,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,12/31/2025,parking lot at 291 E. Buckeye Road,85004
30270-13541,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/31/2025,Gough Street near Ivy Street,94102
30270-13540,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,12/31/2025,parking lot at 388 S. Hill Street,90013
30270-13539,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Head-on,True,True,True,False,False,False,False,False,12/31/2025,Eddy Street at Taylor Street,94102
30270-13538,1,Amendment 3,202512,California,Los Angeles,Surface Street,All Others,True,True,False,False,False,False,False,False,12/31/2025,Holloway Drive near Santa Monica Boulevard,90069
30270-13515,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V Backing,True,False,True,False,False,False,False,False,12/23/2025,Airport Boulevard near Zach Scott Street,78723
30270-13514,1,Amendment 3,202512,California,San Francisco,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,12/29/2025,Athens Street near Russia Avenue,94112
30270-13513,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/29/2025,parking lot at 291 E. Buckeye Road,85004
30270-13512,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,12/29/2025,Avocado Street near Hillhurst Avenue,90027
30270-13511,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/21/2025,Blackburn Avenue near La Cienega Boulevard,90048
30270-13510,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,12/22/2025,1st Street near Folsom Street,94105
30270-13509,1,Amendment 3,202512,California,San Francisco,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,12/25/2025,23rd Street near Rhode Island Street,94107
30270-13507,1,Amendment 3,202512,California,San Mateo,Surface Street,V2V Intersection,True,True,True,False,False,False,False,False,12/29/2025,Valley Drive at a parking lot entrance at 453 Valley Drive,94005
30270-13506,1,Amendment 3,202512,Georgia,Fulton,Surface Street,Single Vehicle,True,True,True,False,False,False,False,False,12/27/2025,Roxboro Road at Lenox Park Boulevard NE,30319
30270-13495,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,12/29/2025,Mission Street near 7th Street,94103
30270-13491,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Lateral,True,False,True,True,False,False,False,False,12/28/2025,S. Bentley Avenue near Tennessee Avenue,90064
30270-13490,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V F2R,True,False,True,True,True,False,False,False,12/26/2025,S. Los Angeles Street near Toyo Miyatake Way,90012
30270-13489,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/26/2025,a parking lot at 8701 E. McDowell Road,85257
30270-13488,1,Amendment 3,202512,Georgia,Fulton,Surface Street,V2V Intersection,True,False,True,True,False,False,False,False,12/25/2025,16th Street NW at Fowler Street NW,30363
30270-13487,1,Amendment 3,202512,Texas,Travis,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,12/24/2025,parking lot driveway entrance on West Stassney Lane near Menchaca Road,78745
30270-13486,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,12/24/2025,Bayshore Boulevard at the intersection with Jerrold Avenue and the off-ramp freeway exit 432 of US-101 North,94124
30270-13485,1,Amendment 3,202512,Texas,Travis,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,12/24/2025,parking lot driveway entrance on West Stassney Lane near Menchaca Road,78745
30270-13484,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,12/23/2025,West Hyde Park Boulevard at Glenway Drive,90302
30270-13467,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,12/22/2025,parking lot at 1843 E. Southern Avenue,85282
30270-13454,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/10/2025,Powell Street at California Street,94108
30270-13453,1,Amendment 3,202512,California,Santa Clara,Surface Street,V2V Backing,True,True,True,False,False,False,False,False,12/22/2025,Page Mill Road near Deer Creek Road,94304
30270-13452,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/22/2025,parking lot at 291 E. Buckeye Road,85004
30270-13451,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,12/19/2025,Hampshire Street and 21st Street,94110
30270-13450,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/19/2025,Jessie Street near Annie Street,94105
30270-13449,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V F2R,True,False,True,False,True,False,False,False,12/21/2025,E. 7th Street at S. I-35 Frontage Road,78701
30270-13448,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/13/2025,W. 59th Street near Flores Avenue,90056
30270-13447,1,Amendment 3,202512,California,San Mateo,Surface Street,Single Vehicle,True,True,True,False,False,False,False,False,12/19/2025,Valley Drive near Bayshore Boulevard,94005
30270-13445,1,Amendment 3,202512,California,Santa Clara,Surface Street,V2V Backing,False,False,False,False,False,False,False,False,12/01/2025,Waverley Street near Lincoln Avenue,94301
30270-13444,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,12/19/2025,S. Holt Avenue near Sawyer Street,90034
30270-13443,1,Amendment 3,202512,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,12/19/2025,Edgewood Place near S. Rimpau Boulevard,90019
30270-13442,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/18/2025,Mission Street at Bosworth Street,94112
30270-13420,1,Amendment 3,202512,California,Santa Clara,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/16/2025,Homer Avenue at High Street,94301
30270-13416,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/10/2025,15th Street at Dolores Street,94103
30270-13410,1,Amendment 3,202512,Georgia,Fulton,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,12/16/2025,William Holmes Borders Senior Drive NE near Auburn Avenue,30312
30270-13409,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,12/12/2025,W. Chandler Boulevard at N. McClintock Drive,85226
30270-13408,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,12/10/2025,E. Lemon Street near Rural Road,85281
30270-13407,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,12/15/2025,Edgehill Drive near W. 30th Street,90018
30270-13405,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,12/12/2025,Harrison Street at 9th Street,94103
30270-13403,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Lateral,True,False,True,False,False,False,False,False,12/13/2025,E. Playa Del Norte Drive at N. Scottsdale Road,85288
30270-13402,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/14/2025,Ocean Park Boulevard at 17th Street,90405
30270-13401,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/12/2025,9th Street near Market Street,94103
30270-13400,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,12/10/2025,N. Stanley Avenue near Beverly Boulevard,90036
30270-13399,1,Amendment 3,202512,Texas,Travis,Surface Street,Secondary Crash,True,False,True,False,True,False,False,False,12/17/2025,Burleson Road at Metropolis Drive,78744
30270-13396,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,12/15/2025,N. 22nd Avenue at W. Adams Street,85009
30270-13395,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/12/2025,Santa Monica Boulevard at N. Roxbury Drive,90210
30270-13388,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,False,False,True,False,False,False,False,12/15/2025,Lucerne Avenue near Vineyard Avenue,90016
30270-13384,1,Amendment 3,202512,California,San Mateo,Surface Street,V2V F2R,True,False,True,False,True,False,False,False,12/14/2025,Airport Boulevard at Tower Place,94080
30270-13378,1,Amendment 3,202512,California,Santa Clara,Surface Street,Cyclist,True,False,True,True,False,False,False,False,12/12/2025,W. Middlefield Road at San Antonio Road,94303
30270-13372,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,12/13/2025,E. Broadway Road near S. 30th Street,85040
30270-13371,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/13/2025,Lucas Avenue at Beverly Boulevard,90026
30270-13370,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Lateral,True,False,False,True,False,False,False,False,12/13/2025,W. 3rd Street near S. Western Avenue,90020
30270-13369,1,Amendment 3,202512,California,Los Angeles,Surface Street,Secondary Crash,True,True,True,False,False,False,False,False,12/12/2025,Fountain Avenue near N. Sweetzer Avenue,90046
30270-13365,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/11/2025,Geary Street near Hyde Street,94109
30270-13364,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/12/2025,Emerald Forest Drive at W. Stassney Lane,78745
30270-13363,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Head-on,True,False,True,False,True,False,False,False,12/12/2025,N. 44th Street at E. Coulter Street,85018
30270-13361,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,12/09/2025,S. Bonnie Brae Street at W. Pico Boulevard,90006
30270-13340,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/06/2025,Mason Street near Turk Street,94102
30270-13331,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/10/2025,18th Street at Capp Street,94110
30270-13328,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/10/2025,Pacific Avenue at 29th Place,90291
30270-13327,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/08/2025,E. Buckeye Road near S. 2nd Street,85004
30270-13326,1,Amendment 3,202512,Georgia,Fulton,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/9/2025,Coca Cola Place SE near Pratt Street SE,30303
30270-13325,1,Amendment 3,202512,California,San Francisco,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,12/09/2025,Daggett Street at 7th Street,94107
30270-13324,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/08/2025,15th Street at Caledonia Street,94103
30270-13323,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/07/2025,W. 8th Street at Lavaca Street,78701
30270-13322,1,Amendment 3,202512,California,Los Angeles,Surface Street,Cyclist,True,False,False,False,False,False,False,False,12/04/2025,Kent Street at Waterloo Street,90026
30270-13321,1,Amendment 3,202512,California,San Francisco,Surface Street,Motorcycle,True,True,False,False,False,False,False,False,12/04/2025,Duboce Avenue near Elgin Park,94103
30270-13320,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/09/2025,Font Boulevard at Lake Merced Boulevard,94132
30270-13309,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V F2R,True,True,False,False,False,False,False,False,12/07/2025,West Avenue near W. 6th Street,78701
30270-13308,1,Amendment 3,202512,Georgia,Fulton,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,12/6/2025,U.S. Route 41 near Channing Drive NW,30318
30270-13307,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/05/2025,W. Jefferson Street at S. 4th Avenue,85003
30270-13303,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,Secondary Crash,True,False,True,False,True,False,False,False,12/07/2025,Priest Drive at the U.S. Route 60 East on-ramp,85282
30270-13302,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,12/07/2025,N. Fairfax Avenue at Sunset Boulevard,90046
30270-13301,1,Amendment 3,202512,California,Los Angeles,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,12/07/2025,N. Hoover Street near Gateway Avenue,90029
30270-13300,1,Amendment 3,202512,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,12/4/2025,6th Street at Brannan Street,94103
30270-13287,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,12/03/2025,E. Ben White Boulevard near S. Congress Avenue,78704
30270-13279,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,12/01/2025,E. Dr. MLK Jr. Boulevard near 40th Street,85040
30270-13278,1,Amendment 3,202512,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/03/2025,S. 3rd Street near E. Buckeye Road,85004
30270-13277,1,Amendment 3,202512,Georgia,Fulton,Surface Street,V2V Backing,True,False,True,False,False,False,False,False,12/03/2025,Nelson Street SW near Mangum Street SW,30313
30270-13270,1,Amendment 3,202512,California,San Francisco,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,11/30/2025,Scott Street near Eddy Street,94115
30270-13267,1,Amendment 3,202512,Texas,Travis,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,12/02/2025,parking lot at 2215 Town Lake Circle,78741
30270-13373,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,11/08/2025,Colby Avenue near Nebraska Avenue,90025
30270-13312,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/14/2025,Hayes Street near Polk Street,94102
30270-13311,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,11/11/2025,parking lot at 13463 Washington Boulevard,90292
30270-13310,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,11/30/2025,W. Olympic Boulevard near S. Grand Avenue,90015
30270-13276,1,Amendment 3,202511,Georgia,Fulton,Surface Street,V2V F2R,True,True,True,False,False,False,False,False,11/28/2025,John Lewis Freedom Parkway NE near Boulevard NE,30312
30270-13275,1,Amendment 3,202511,Georgia,Fulton,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/23/2025,14th Street NW near Howell Mill Road,30318
30270-13274,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/21/2025,Montgomery Street near Pacific Avenue,94133
30270-13269,1,Amendment 3,202511,Texas,Travis,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,11/15/2025,North Interstate 35 Frontage Road at U.S. 290 Frontage Road,78752
30270-13268,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,11/29/2025,Terry A Francois Boulevard near Mission Bay Boulevard South,94158
30270-13256,1,Amendment 3,202511,Georgia,Fulton,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,11/26/2025,N. Morningside Drive NE near Yorkshire Road NE,30306
30270-13255,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,11/27/2025,Guerrero Street at Market Street,94102
30270-13254,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,11/27/2025,Venice Boulevard near Flower Street,90015
30270-13251,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/25/2025,9th Street at Hayes Street,94102
30270-13250,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,11/24/2025,Pacific Avenue near Battery Street,94111
30270-13247,1,Amendment 3,202511,Georgia,Fulton,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,11/20/2025,Northside Drive NW near Trabert Avenue NW,30318
30270-13246,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/29/2025,parking lot at 5900 E. Thomas Road,85251
30270-13244,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,11/28/2025,W. Olympic Boulevard near Prosser Avenue,90025
30270-13243,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Lateral,False,False,False,False,False,False,False,False,11/28/2025,Sunset Boulevard near Cory Avenue,90069
30270-13242,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/26/2025,Geary Street near Powell Street,94108
30270-13241,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Lateral,True,True,True,False,False,False,False,False,11/26/2025,Priest Drive at W. University Drive,85281
30270-13240,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/26/2025,La Brea Avenue near Obama Boulevard,90016
30270-13239,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/25/2025,Bryant Street at Mariposa Street,94110
30270-13238,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,11/7/2025,Florida Street near 20th Street,94110
30270-13236,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/23/2025,Santa Monica Boulevard at Avenue of the Stars,90024
30270-13235,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/23/2025,Crestlake Drive at Sloat Boulevard,94132
30270-13206,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,11/21/2025,Toland Street near Toland Place,94124
30270-13205,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/20/2025,Powell Street near Geary Street,94102
30270-13204,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/20/2025,E. 15th Street at S. Alameda Street,90021
30270-13202,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,11/23/2025,parking lot at 21001 N. Tatum Boulevard,85054
30270-13201,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Backing,True,False,True,False,False,False,False,False,11/11/2025,Laguna Street near Turk Street,94115
30270-13199,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,True,False,False,False,False,False,False,11/15/2025,N. San Vicente Boulevard at Santa Monica Boulevard,90069
30270-13198,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,11/21/2025,Silver Avenue at San Bruno Avenue,94134
30270-13197,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/23/2025,Sunset Boulevard at N. Coronado Street,90026
30270-13196,1,Amendment 3,202511,California,San Francisco,Surface Street,Secondary Crash,True,False,False,False,False,False,False,False,11/19/2025,Broadway near Kearny Street,94133
30270-13195,1,Amendment 3,202511,California,Los Angeles,Surface Street,Secondary Crash,True,False,False,True,False,False,False,False,11/19/2025,Highland Avenue at Melrose Avenue,90036
30270-13194,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V F2R,False,False,False,False,False,False,False,False,11/24/2025,E. Orange Blossom Lane near N. 83rd Street,85250
30270-13193,1,Amendment 3,202511,California,Los Angeles,Surface Street,Single Vehicle,True,True,True,False,False,False,False,False,11/22/2025,Culver Boulevard near Coombs Avenue,90230
30270-13192,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,11/22/2025,S. Perry Lane at E. University Drive,85288
30270-13190,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,11/21/2025,E. Baseline Road at S. McClintock Drive,85283
30270-13189,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/19/2025,Castro Street at 16th Street,94114
30270-13167,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,11/20/2025,Matteson Avenue at Wade Street,90066
30270-13165,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/18/2025,N. 16th Street near E. Windsor Avenue,85006
30270-13164,1,Amendment 3,202511,Texas,Travis,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,11/15/2025,parking lot at 120 N. Loop Boulevard East,78751
30270-13163,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/18/2025,Rural Road near S. Terrace Road,85281
30270-13162,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/17/2025,Potrero Avenue near 18th Street,94110
30270-13161,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,Pedestrian,True,False,True,True,False,False,False,False,11/19/2025,N. 92nd Street near E. Cochise Drive,85258
30270-13160,1,Amendment 3,202511,Texas,Travis,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,11/16/2025,parking lot entrance at 2153 S. Lamar Boulevard,78704
30270-13159,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,11/18/2025,4th Street near Jessie Street,94103
30270-13155,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/15/2025,Mission Street near Steuart Street,94105
30270-13148,1,Amendment 3,202511,Georgia,Fulton,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/16/2025,Peachtree Street NE at 7th Street NE,30309
30270-13144,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V F2R,False,False,False,False,False,False,False,False,11/17/2025,N. 43rd Street near E. Beck Lane,85032
30270-13137,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,11/17/2025,17th Street at Capp Street,94110
30270-13135,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,11/17/2025,parking lot at 291 E. Buckeye Road,85004
30270-13133,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/17/2025,Cesar Chavez Street at Connecticut Street,94107
30270-13130,1,Amendment 3,202511,California,Los Angeles,Surface Street,Secondary Crash,True,False,False,False,False,False,False,False,11/15/2025,S. Alvarado Street at 6th Street,90057
30270-13129,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/15/2025,Venice Boulevard at Broadway,90015
30270-13128,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/15/2025,Castro Street near 18th Street,94114
30270-13127,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,11/14/2025,parking lot at 5835 N. 16th Street,85016
30270-13126,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,11/14/2025,Johnny Grant Way near Orchid Avenue,90028
30270-13102,1,Amendment 3,202511,California,Los Angeles,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,11/11/2025,Lucas Avenue near Wilshire Boulevard,90017
30270-13100,1,Amendment 3,202511,California,Santa Clara,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,11/13/2025,N. Shoreline Boulevard at Montecito Avenue,94043
30270-13099,1,Amendment 3,202511,California,Los Angeles,Surface Street,Secondary Crash,True,False,False,False,False,False,False,False,11/05/2025,6th Street at Vermont Avenue,90020
30270-13096,1,Amendment 3,202511,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,11/12/2025,Main Street near W. 37th Place,90007
30270-13095,1,Amendment 3,202511,Texas,Travis,Surface Street,All Others,True,False,False,False,False,False,False,False,11/10/2025,West Gate Boulevard near Luton Cove,78745
30270-13092,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,Secondary Crash,True,False,True,False,False,False,False,False,11/12/2025,"Based on the Narrative field in the provided document, the collision occurred at:3400 Sky Harbor Boulevard, Terminal 3",85034
30270-13091,1,Amendment 3,202511,California,San Francisco,Surface Street,All Others,True,True,False,False,False,False,False,False,11/06/2025,Rey Street near Sunnydale Avenue,94134
30270-13090,1,Amendment 3,202511,Georgia,DeKalb,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,11/08/2025,Summit Pointe Way NE at Summit Pointe Drive,30329
30270-13089,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,11/11/2025,Mission Street near Steuart Street,94105
30270-13088,1,Amendment 3,202511,Georgia,Fulton,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,11/07/2025,State Street NW at 14th Street NW,30318
30270-13085,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Intersection,True,False,True,False,False,False,False,False,11/6/2025,E. Guadalupe Road at N. Price Road,85283
30270-13084,1,Amendment 3,202511,Arizona,Maricopa,Surface Street,V2V Lateral,True,True,True,False,False,False,False,False,11/5/2025,E. Portland Street near N. 3rd Street,85004
30270-13082,1,Amendment 3,202511,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,11/06/2025,Harrison Street near 1st Street,94105
30270-13081,1,Amendment 3,202511,Texas,Travis,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,11/08/2025,S. Lamar Boulevard near Collier Street,78704
