SGO Report ID,SGO Report Version,SGO Amendment,Year Month,State,County,Road Type,Crash Type,Is NHTSA Reportable In-Transport,Is NHTSA Reportable In-Transport Delta-V Less than 1 MPH,Is Police-Reported,Is Any-Injury-Reported,Is Any Vehicle Airbag Deployment,Is Ego Vehicle Airbag Deployment,Is Suspected Serious Injury+,Is Any Fatal Injury,Incident Date,Location Address / Description,Zip Code
30270-11588,1,Amendment 3,202508,California,Santa Clara,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,08/29/2025,The Circle at University Avenue, 
30270-11573,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Backing,True,False,False,True,False,False,False,False,08/23/2025,Larkin Street near North Point Street, 
30270-11571,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,All Others,True,True,False,False,False,False,False,False,08/26/2025,S. 17th Avenue near W. Buchanan Street, 
30270-11569,1,Amendment 3,202508,Georgia,Fulton,Surface Street,All Others,True,True,False,False,False,False,False,False,08/16/2025,parking lot at 1750 Ellsworth Industrial Boulevard NW, 
30270-11567,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,08/20/2025,18th Street at Lapidge Street, 
30270-11565,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,V2V Intersection,True,False,True,True,False,False,False,False,08/18/2025,E. Camelback Road at N. 18th Street, 
30270-11564,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,08/22/2025,2nd Street at Colorado Avenue, 
30270-11561,1,Amendment 3,202508,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,08/21/2025,E. 11th Street near Imperial Street, 
30270-11548,1,Amendment 3,202508,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,08/21/2025,an alley behind S. Turo Avenue, 
30270-11547,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V Head-on,True,True,True,False,False,False,False,False,08/22/2025,Berryman Avenue near Herbert Street, 
30270-11546,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,08/21/2025,E. Broadway Avenue near S. 44th Place, 
30270-11545,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,V2V Intersection,True,False,True,False,False,False,False,False,08/23/2025,Washington Street at the frontage road following the off-ramp exit of Interstate 10, 
30270-11544,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,08/24/2025,Beverly Boulevard at N. Curson Avenue, 
30270-11543,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,08/24/2025,Pacific Avenue at 30th Avenue, 
30270-11542,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,08/14/2025,Montgomery Street at Jackson Street, 
30270-11525,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,V2V Intersection,True,False,True,False,False,False,False,False,08/19/2025,entrance of a parking lot located at 291 E. Buckeye Road, 
30270-11523,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,08/13/2025,Albion Street near Camp Street, 
30270-11522,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,08/10/2025,Mission Street near Angelo's Alley, 
30270-11516,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,08/16/2025,Lombard Street and Columbus Avenue, 
30270-11508,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,08/13/2025,Strathmore Drive near Veteran Avenue, 
30270-11502,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,V2V F2R,False,False,False,False,False,False,False,False,08/01/2025,West Parking Lot off of Sky Harbor Circle, 
30270-11501,1,Amendment 3,202508,California,San Francisco,Surface Street,All Others,True,True,False,False,False,False,False,False,08/13/2025,26th Street near Castro Street, 
30270-11500,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,08/12/2025,S. 16th Street near E. Hadley Street, 
30270-11498,1,Amendment 3,202508,Arizona,Maricopa,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,08/02/2025,parking lot at 550 W. Baseline Road, 
30270-11496,1,Amendment 3,202508,California,San Francisco,Surface Street,Motorcycle,True,False,True,True,False,False,False,False,08/02/2025,Masonic Avenue at Haight Street, 
30270-11495,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,08/10/2025,Normandie Avenue near 1st Street, 
30270-11490,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V F2R,True,True,False,False,False,False,False,False,08/07/2025,Van Ness Avenue near Grove Street, 
30270-11488,2,Amendment 3,202508,California,San Francisco,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,08/07/2025,Market Street at Gough Street, 
30270-11476,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,08/06/2025,N. Sycamore Avenue near W. Sunset Boulevard, 
30270-11475,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,08/08/2025,Wilshire Boulevard at Shatto Place, 
30270-11474,1,Amendment 3,202508,California,Los Angeles,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,08/07/2025,N. Robertson Boulevard at Beverly Boulevard, 
30270-11469,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,08/06/2025,Montgomery Street at Pacific Avenue, 
30270-11456,1,Amendment 3,202508,California,San Francisco,Surface Street,Motorcycle,True,False,False,False,False,False,False,False,08/04/2025,Jones Street near Geary Street, 
30270-11450,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Head-on,False,False,False,False,False,False,False,False,08/01/2025,Frida Kahlo Way near Cloud Circle, 
30270-11433,1,Amendment 3,202508,California,San Francisco,Surface Street,V2V Intersection,True,False,True,True,False,False,False,False,08/01/2025,Florida Street at 21st Street, 
30270-11468,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/27/2025,Presidio Boulevard at Lombard Street, 
30270-11467,1,Amendment 3,202507,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,07/19/2025,entrance of a parking lot at 12582 Millennium Drive, 
30270-11455,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,07/30/2025,Zoe Street at Freelon Street, 
30270-11452,1,Amendment 3,202507,California,San Francisco,Surface Street,Pedestrian,True,False,False,True,False,False,False,False,07/06/2025,Leavenworth Street at Geary Street, 
30270-11451,1,Amendment 3,202507,Texas,Travis,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,07/29/2025,E. 8th Street near Congress Avenue, 
30270-11432,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V Lateral,True,True,True,False,False,False,False,False,07/31/2025,parking lot at 291 E. Buckeye Road, 
30270-11430,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/31/2025,E. Fairview Boulevard at N. La Brea Avenue, 
30270-11428,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/26/2025,9th Street at Market Street, 
30270-11426,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,07/25/2025,parking lot at 1515 E. Elliot Road, 
30270-11424,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,07/30/2025,West Parking Lot off of Sky Harbor Circle, 
30270-11424,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,07/30/2025,West Parking Lot off of Sky Harbor Circle at the Phoenix Sky Harbor International Airport, 
30270-11422,1,Amendment 3,202507,California,San Francisco,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,07/24/2025,Midcrest Way near Cityview Way, 
30270-11421,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/24/2025,Guerrero Street at 14th Street, 
30270-11420,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Lateral,True,True,True,False,False,False,False,False,07/29/2025,Oak Street near Divisadero Street, 
30270-11418,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,07/16/2025,Euclid Court near Broadway, 
30270-11417,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V Head-on,True,False,True,False,False,False,False,False,07/28/2025,N. Galvin Parkway near the Desert Botanical Garden entrance, 
30270-11415,1,Amendment 3,202507,California,San Mateo,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/23/2025,N. El Camino Real at Park Road, 
30270-11414,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/24/2025,W. Pico Boulevard at S. Beverly Glen Boulevard, 
30270-11413,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/29/2025,29th Street near Noe Street, 
30270-11412,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V Head-on,True,False,True,False,False,False,False,False,07/19/2025,S. Wilson Street near W. 9th Street, 
30270-11404,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,07/17/2025,Charleville Boulevard near S. Reeves Drive, 
30270-11402,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/14/2025,13th Street at Harrison Street, 
30270-11401,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/11/2025,Veteran Avenue at La Grange Avenue, 
30270-11400,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/25/2025,Mission Street near 10th Street, 
30270-11384,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Lateral,True,True,True,False,False,False,False,False,07/23/2025,N. Las Palmas Avenue at W. Sunset Boulevard, 
30270-11383,1,Amendment 3,202507,Georgia,Fulton,Surface Street,V2V Lateral,True,False,True,False,False,False,False,False,07/23/2025,Peachtree Street NE near Huntington Road NE, 
30270-11381,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V Intersection,True,False,True,False,False,False,False,False,07/20/2025,N. Miller Road at E. Indian School Road, 
30270-11379,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,07/20/2025,a parking lot at 120 E. 7th Street, 
30270-11378,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/22/2025,Crossover Drive near Transverse Avenue, 
30270-11374,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,07/13/2025,Firmona Avenue at W. Century Boulevard, 
30270-11373,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,07/21/2025,10th Street near Jessie Street, 
30270-11372,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,07/21/2025,S. Grevillea Avenue at E. Spruce Avenue, 
30270-11371,1,Amendment 3,202507,Texas,Travis,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/15/2025,West Avenue at W. 6th Street, 
30270-11370,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V F2R,True,False,True,False,True,False,False,False,07/18/2025,E. Indian School Road at N. Scottsdale Road, 
30270-11365,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/13/2025,Sloat Boulevard at 21st Avenue, 
30270-11362,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,07/10/2025,Winston Drive at 20th Avenue, 
30270-11361,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,True,False,False,False,False,07/16/2025,Country Club Drive at W. Rio Salado Parkway, 
30270-11360,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,07/08/2025,N. San Vicente Boulevard near Santa Monica Boulevard, 
30270-11358,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Head-on,True,False,True,False,False,False,False,False,07/13/2025,Alabama Street at 24th Street, 
30270-11344,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,07/05/2025,Santa Monica Boulevard at Formosa Avenue, 
30270-11334,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,07/02/2025,W. Broadway Road near Center Street, 
30270-11333,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,07/05/2025,Taylor Street at Jefferson Street, 
30270-11330,1,Amendment 3,202507,Texas,Travis,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,07/13/2025,Comal Street near E. 5th Street, 
30270-11329,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,07/11/2025,Fillmore Street near Golden Gate Avenue, 
30270-11328,1,Amendment 3,202507,Texas,Travis,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,07/03/2025,W. Cesar Chavez Street at Lavaca Street, 
30270-11327,2,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,True,True,True,False,False,False,07/14/2025,N. Las Palmas Avenue and W. Sunset Boulevard, 
30270-11323,1,Amendment 3,202507,Arizona,Maricopa,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,07/11/2025,S. Hardy Drive near W. Alameda Drive, 
30270-11302,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/10/2025,W. Exposition Boulevard at S. Figueroa Street, 
30270-11284,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/07/2025,Wilshire Boulevard at S. Mariposa Avenue, 
30270-11282,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,07/04/2025,W. Pico Boulevard at S. Figueroa Street, 
30270-11281,1,Amendment 3,202507,California,San Francisco,Surface Street,All Others,True,True,False,False,False,False,False,False,07/05/2025,Main Street near Market Street, 
30270-11280,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,True,False,False,False,False,07/02/2025,Kezar Drive at Lincoln Way, 
30270-11279,1,Amendment 3,202507,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,07/02/2025,4th Street near Market Street, 
30270-11273,1,Amendment 3,202507,California,Los Angeles,Surface Street,V2V Lateral,True,True,True,True,False,False,False,False,07/01/2025,S. Isis Avenue near W. Florence Avenue, 
30270-11298,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Head-on,True,False,False,False,False,False,False,False,06/26/2025,Vallejo Street near Stockton Street, 
30270-11295,1,Amendment 3,202506,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/27/2025,parking lot located at 11640 San Vicente Boulevard,90049
30270-11291,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,06/27/2025,unnamed service road off E. Stassney Lane near the intersection with Burleson Road, 
30270-11276,1,Amendment 3,202506,Georgia,Fulton,Surface Street,V2V Backing,False,False,False,False,False,False,False,False,06/18/2025,Beeler Drive SW near Cleveland Circle SW, 
30270-11275,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/12/2025,E. McDowell Road near N. Galvin Parkway, 
30270-11250,1,Amendment 3,202506,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,06/29/2025,W. 92nd Street near S. Sepulveda Boulevard, 
30270-11249,1,Amendment 3,202506,California,Los Angeles,Surface Street,V2V Lateral,True,False,True,False,False,False,False,False,06/30/2025,Santa Monica Boulevard near Serrano Avenue, 
30270-11247,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,06/30/2025,W. Monroe Street near S. 2nd Street, 
30270-11246,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,06/30/2025,Lavaca Street at W. 5th Street, 
30270-11245,1,Amendment 3,202506,California,Los Angeles,Surface Street,V2V F2R,True,False,True,True,False,False,False,False,06/30/2025,E. 23rd Street at S. Los Angeles Street, 
30270-11244,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Head-on,True,False,True,False,True,False,False,False,06/28/2025,Green Street at Octavia Street, 
30270-11239,1,Amendment 3,202506,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/25/2025,parking lot at 8781 Bellanca Avenue, 
30270-11238,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/29/2025,Douglas Street at E. Oltorf Street, 
30270-11225,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,06/20/2025,Greenwich Street near Laguna Street, 
30270-11224,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,All Others,True,True,True,False,False,False,False,False,06/25/2025,Brook View Apartments near N. Dobbs Road, 
30270-11221,1,Amendment 3,202506,California,Los Angeles,Surface Street,V2V Backing,True,False,False,False,False,False,False,False,06/22/2025,Wellington Road near W. Jefferson Boulevard, 
30270-11220,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/12/2025,E. McDowell Road near N. Galvin Parkway, 
30270-11219,1,Amendment 3,202506,Georgia,Fulton,Surface Street,V2V Head-on,True,True,False,True,False,False,False,False,06/20/2025,Rockwell Street SW at Metropolitan Parkway SW, 
30270-11218,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,06/24/2025,Drumm Street at Market Street, 
30270-11216,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,All Others,False,False,False,False,False,False,False,False,06/08/2025,N. 41st Street near McDowell Road., 
30270-11214,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/09/2025,Priest Drive near Calle Cerritos, 
30270-11213,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,06/06/2025,Mission Street near 22nd Street, 
30270-11212,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V F2R,True,True,False,True,False,False,False,False,06/03/2025,Congress Avenue near W. Cesar Chavez Street, 
30270-11210,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,06/03/2025,Townsend Street near 2nd Street, 
30270-11209,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/23/2025,10 S. Roosevelt Avenue, 
30270-11208,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/02/2025,N. Lamar Boulevard at W. 24th Street, 
30270-11207,1,Amendment 3,202506,California,Los Angeles,Surface Street,All Others,False,False,False,False,False,False,False,False,06/01/2025,Wilshire Boulevard near 19th Court, 
30270-11206,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/01/2025,McDowell Road at N. 22nd Street, 
30270-11205,1,Amendment 3,202506,California,San Francisco,Surface Street,Cyclist,True,False,True,True,False,False,False,False,06/21/2025,Columbus Avenue at Stockton Street, 
30270-11204,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,Secondary Crash,True,False,True,False,False,False,False,False,06/22/2025,parking lot at 3333 S. 7th Street., 
30270-11196,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Intersection,True,False,True,False,False,False,False,False,06/12/2025,Toland Street near Galvez Avenue, 
30270-11195,1,Amendment 3,202506,California,San Mateo,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/20/2025,Cypress Avenue near Clark Avenue, 
30270-11194,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,06/19/2025,Natoma Street at 1st Street, 
30270-11193,1,Amendment 3,202506,California,Los Angeles,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/07/2025,parking lot at 10101 Venice Boulevard, 
30270-11192,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V F2R,True,True,False,True,False,False,False,False,06/22/2025,Taylor Street at O'Farrell Street, 
30270-11190,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,True,False,True,False,False,False,06/22/2025,N. 7th Avenue at W. Van Buren Street, 
30270-11189,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,06/21/2025,York Street near 25th Street, 
30270-11177,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/17/2025,N. 32nd Street at E. Indian School Road, 
30270-11175,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/16/2025,S. Van Ness Avenue near 13th Street, 
30270-11174,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,06/18/2025,10 S. Roosevelt Avenue, 
30270-11173,1,Amendment 3,202506,Texas,Travis,Surface Street,V2V F2R,True,True,False,False,False,False,False,False,06/02/2025,W. 7th Street near Rio Grande Street, 
30270-11172,1,Amendment 3,202506,California,Los Angeles,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,06/03/2025,W. 32nd Street near Royal Street, 
30270-11171,1,Amendment 3,202506,California,San Francisco,Surface Street,All Others,True,True,False,False,False,False,False,False,06/01/2025,23rd Avenue at Geary Boulevard, 
30270-11170,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Backing,False,False,False,False,False,False,False,False,06/02/2025,Indiana Street near 19th Street, 
30270-11167,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,V2V Backing,False,False,False,False,False,False,False,False,06/14/2025,E. Virginia Avenue at Hayden Road, 
30270-11163,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,06/03/2025,Jackson Street at Kearny Street, 
30270-11162,1,Amendment 3,202506,California,San Francisco,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,06/02/2025,Esmeralda Avenue at Franconia Street, 
30270-11161,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,06/01/2025,parking lot at 800 N. McClintock Drive,85004
30270-11160,1,Amendment 3,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,True,False,False,False,False,False,06/06/2025,S. 1st Street at E. Jefferson Street, 
30270-11146,1,Amendment 3,202506,Texas,Travis,Surface Street,All Others,True,True,False,False,False,False,False,False,06/14/2025,E. Oltorf Street near Huntwick Drive, 
30270-11088,1,Amendment 2 or prior,202506,Texas,Travis,Surface Street,Single Vehicle,True,False,False,False,False,False,False,False,06/07/2025,parking lot entrance off of San Marcos Street near 30 N. Interstate Highway 35,78701
30270-11087,1,Amendment 2 or prior,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/10/2025,E. Missouri Avenue at N. 11th Place,85014
30270-11085,1,Amendment 2 or prior,202506,Texas,Travis,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/08/2025,E. 7th Street at N. Interstate 35 Frontage Road,78702
30270-11046,1,Amendment 2 or prior,202506,California,San Francisco,Surface Street,All Others,False,False,False,False,False,False,False,False,06/05/2025,alley behind 2500 Mason St,94133
30270-11044,1,Amendment 2 or prior,202506,California,San Francisco,Surface Street,Cyclist,True,False,False,False,False,False,False,False,06/06/2025,14th Street at Valencia Street,94103
30270-11035,1,Amendment 2 or prior,202506,California,San Francisco,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,05/31/2025,22nd Street near Mission Street,94110
30270-11016,2,Amendment 2 or prior,202506,California,San Francisco,Surface Street,Pedestrian,True,False,False,True,False,False,False,False,06/04/2025,Sansome Street at Pine Street,94104
30270-11015,1,Amendment 2 or prior,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/04/2025,N. Pavilions Boulevard at E. Talking Stick Way,85258
30270-11014,2,Amendment 2 or prior,202506,California,San Francisco,Surface Street,Pedestrian,True,False,False,False,False,False,False,False,06/04/2025,Polk Street near Washington Street,94109
30270-11013,1,Amendment 2 or prior,202506,Arizona,Maricopa,Surface Street,V2V F2R,True,False,True,False,True,False,False,False,06/02/2025,Interstate 10 frontage road near E. Jefferson Street,85034
30270-10998,1,Amendment 2 or prior,202506,California,Los Angeles,Surface Street,V2V F2R,True,False,False,False,False,False,False,False,06/02/2025,Pacific Avenue near 30th Avenue,90291
30270-10977,2,Amendment 2 or prior,202506,California,San Francisco,Surface Street,Pedestrian,True,False,False,False,False,False,False,False,06/01/2025,7th Street near Berry Street,94107
30270-11067,1,Amendment 2 or prior,202505,California,San Francisco,Surface Street,V2V Head-on,True,True,False,False,False,False,False,False,05/29/2025,Odd Fellows Way at 7th Street,94103
30270-11066,1,Amendment 2 or prior,202505,California,San Francisco,Surface Street,V2V Backing,False,False,False,False,False,False,False,False,05/28/2025,Hollis Street near O'Farrell Street,94115
30270-11063,1,Amendment 2 or prior,202505,Arizona,Maricopa,Surface Street,V2V Backing,False,False,False,False,False,False,False,False,05/29/2025,parking lot at 2323 E. Sky Harbor Circle N.,85034
30270-11062,1,Amendment 2 or prior,202505,Texas,Travis,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,05/28/2025,Woodland Avenue near Briar Hill Drive,78741
30270-11058,1,Amendment 2 or prior,202505,Georgia,Fulton,Surface Street,All Others,True,True,False,False,False,False,False,False,05/26/2025,North Avenue NW near State Street NW,30332
30270-11019,1,Amendment 2 or prior,202505,California,Los Angeles,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,05/12/2025,Maryland Street at S. Alvarado Street,90057
30270-11010,1,Amendment 2 or prior,202505,Georgia,Fulton,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,05/26/2025,Polar Rock Road SW near Bicknell Street SW,30315
30270-11007,1,Amendment 2 or prior,202505,Texas,Travis,Surface Street,V2V Backing,True,True,False,False,False,False,False,False,05/31/2025,Euclid Avenue near Bartlett Street,78704
30270-11005,1,Amendment 2 or prior,202505,California,San Francisco,Surface Street,V2V Lateral,True,False,False,False,False,False,False,False,05/31/2025,O'Farrell Street near Stockton Street,94102
30270-11003,1,Amendment 2 or prior,202505,Texas,Travis,Surface Street,All Others,True,True,False,True,False,False,False,False,05/31/2025,S. Lamar Boulevard and Bluebonnet Lane,78704
30270-11002,1,Amendment 2 or prior,202505,California,San Francisco,Surface Street,V2V F2R,True,True,False,False,False,False,False,False,05/29/2025,4th Street at Freelon Street,94107
30270-11001,1,Amendment 2 or prior,202505,Georgia,Fulton,Surface Street,Single Vehicle,True,True,False,False,False,False,False,False,05/27/2025,near the 500 block of Marietta Street,30313
30270-10991,1,Amendment 2 or prior,202505,California,San Francisco,Surface Street,V2V Intersection,True,False,False,False,False,False,False,False,05/31/2025,Hyde Street and Chestnut Street,94109
30270-10980,1,Amendment 2 or prior,202505,Arizona,Maricopa,Surface Street,V2V Lateral,True,True,False,False,False,False,False,False,05/30/2025,S. Terrace Road near Rural Road,85281
